commence_time,first_home_odds,first_away_odds,home_score,away_score,result
2024-07-29 22:41:00,-154.00,130.00,4,14,AWAY WIN
2024-07-30 01:41:00,-164.00,138.00,9,8,HOME WIN
2024-07-30 22:51:00,-172.00,144.00,9,3,HOME WIN
2024-07-31 00:11:00,-198.00,166.00,2,6,AWAY WIN
2024-07-31 01:41:00,-168.00,142.00,17,0,HOME WIN
2024-07-31 01:46:00,-184.00,154.00,2,5,AWAY WIN
2024-07-31 19:40:00,-172.00,144.00,5,4,HOME WIN
2024-07-31 23:20:57,-154.00,130.00,4,13,AWAY WIN
2024-08-01 01:45:00,-200.00,168.00,1,0,HOME WIN
2024-08-01 23:21:00,-200.00,168.00,4,2,HOME WIN
2024-08-03 00:11:00,-156.00,132.00,3,2,HOME WIN
2024-08-03 00:31:00,-172.00,144.00,5,8,AWAY WIN
2024-08-03 01:41:00,-178.00,150.00,2,5,AWAY WIN
2024-08-03 23:15:00,-154.00,130.00,1,6,AWAY WIN
2024-08-03 23:15:00,-235.00,180.00,6,4,HOME WIN
2024-08-03 23:21:42,-166.00,140.00,6,2,HOME WIN
2024-08-04 00:40:00,-198.00,166.00,3,2,HOME WIN
2024-08-04 17:36:00,-164.00,138.00,5,6,AWAY WIN
2024-08-04 17:36:00,-215.00,180.00,4,3,HOME WIN
2024-08-04 18:11:00,-166.00,140.00,0,1,AWAY WIN
2024-08-06 01:41:00,-172.00,144.00,5,1,HOME WIN
2024-08-07 01:41:00,-172.00,144.00,1,5,AWAY WIN
2024-08-07 01:41:00,-205.00,172.00,2,4,AWAY WIN
2024-08-07 23:23:00,-162.00,136.00,5,8,AWAY WIN
2024-08-07 23:36:00,-235.00,180.00,2,8,AWAY WIN
2024-08-09 01:41:00,-205.00,172.00,4,3,HOME WIN
2024-08-10 02:11:00,-184.00,154.00,9,5,HOME WIN
2024-08-10 02:16:00,-190.00,160.00,3,2,HOME WIN
2024-08-11 17:38:00,-156.00,132.00,4,8,AWAY WIN
2024-08-11 20:06:00,-172.00,144.00,4,5,AWAY WIN
2024-08-12 23:41:00,-156.00,132.00,8,3,HOME WIN
2024-08-13 01:41:00,-215.00,180.00,5,4,HOME WIN
2024-08-13 01:41:00,-162.00,136.00,2,1,HOME WIN
2024-08-13 22:36:00,-162.00,136.00,3,9,AWAY WIN
2024-08-13 22:41:00,-178.00,150.00,0,5,AWAY WIN
2024-08-13 23:11:00,-166.00,140.00,4,9,AWAY WIN
2024-08-14 01:40:00,-200.00,168.00,3,0,HOME WIN
2024-08-14 22:11:00,-168.00,142.00,7,9,AWAY WIN
2024-08-14 22:36:00,-172.00,144.00,4,1,HOME WIN
2024-08-14 22:41:00,-205.00,172.00,9,5,HOME WIN
2024-08-14 23:11:00,-174.00,146.00,9,1,HOME WIN
2024-08-15 17:11:00,-168.00,142.00,6,7,AWAY WIN
2024-08-17 00:10:00,-198.00,166.00,4,5,AWAY WIN
2024-08-17 18:21:00,-162.00,136.00,3,2,HOME WIN
2024-08-17 20:11:00,-198.00,166.00,4,0,HOME WIN
2024-08-17 22:38:00,-215.00,180.00,5,1,HOME WIN
2024-08-18 16:06:00,-198.00,166.00,2,3,AWAY WIN
2024-08-18 17:36:00,-172.00,144.00,4,6,AWAY WIN
2024-08-18 18:21:00,-178.00,150.00,0,1,AWAY WIN
2024-08-19 23:08:00,-168.00,142.00,3,6,AWAY WIN
2024-08-20 00:11:00,-205.00,172.00,5,3,HOME WIN
2024-08-20 23:08:00,-158.00,134.00,5,9,AWAY WIN
2024-08-21 00:11:00,-196.00,164.00,5,9,AWAY WIN
2024-08-21 22:46:00,-164.00,138.00,6,1,HOME WIN
2024-08-21 23:06:00,-164.00,138.00,8,1,HOME WIN
2024-08-22 00:06:00,-156.00,132.00,2,8,AWAY WIN
2024-08-22 00:11:00,-188.00,158.00,3,0,HOME WIN
2024-08-22 02:11:00,-180.00,152.00,8,4,HOME WIN
2024-08-22 17:06:00,-164.00,138.00,6,0,HOME WIN
2024-08-22 18:21:00,-210.00,176.00,10,2,HOME WIN
2024-08-22 23:08:00,-168.00,142.00,5,3,HOME WIN
2024-08-22 23:09:00,-168.00,142.00,0,6,AWAY WIN
2024-08-23 23:10:00,-190.00,160.00,5,4,HOME WIN
2024-08-24 02:11:00,-188.00,158.00,7,3,HOME WIN
2024-08-24 19:08:00,-166.00,140.00,3,1,HOME WIN
2024-08-24 23:21:00,-174.00,146.00,4,2,HOME WIN
2024-08-25 01:11:00,-172.00,144.00,8,9,AWAY WIN
2024-08-25 16:06:00,-190.00,160.00,1,5,AWAY WIN
2024-08-25 17:38:00,-162.00,136.00,8,2,HOME WIN
2024-08-25 20:11:00,-198.00,166.00,3,1,HOME WIN
2024-08-26 22:41:00,-168.00,142.00,3,2,HOME WIN
2024-08-26 23:09:37,-154.00,130.00,3,7,AWAY WIN
2024-08-28 00:05:00,-154.00,130.00,6,2,HOME WIN
2024-08-28 02:10:00,-198.00,166.00,2,3,AWAY WIN
2024-08-28 16:35:00,-168.00,142.00,10,14,AWAY WIN
2024-08-28 20:11:00,-180.00,152.00,6,2,HOME WIN
2024-08-29 00:05:00,-162.00,136.00,3,2,HOME WIN
2024-08-29 00:10:00,-158.00,134.00,5,3,HOME WIN
2024-08-29 17:11:00,-168.00,142.00,0,3,AWAY WIN
2024-08-30 00:11:00,-156.00,132.00,6,3,HOME WIN
2024-08-30 02:11:00,-164.00,138.00,6,3,HOME WIN
2024-08-30 23:06:00,-172.00,144.00,6,3,HOME WIN
2024-08-30 23:11:00,-164.00,138.00,10,8,HOME WIN
2024-08-31 00:11:00,-166.00,140.00,3,2,HOME WIN
2024-08-31 00:11:00,-158.00,134.00,2,0,HOME WIN
2024-08-31 17:06:00,-166.00,140.00,5,6,AWAY WIN
2024-08-31 22:11:00,-154.00,130.00,2,1,HOME WIN
2024-08-31 22:11:00,-162.00,136.00,0,3,AWAY WIN
2024-09-01 17:36:00,-200.00,168.00,7,14,AWAY WIN
2024-09-01 18:11:00,-166.00,140.00,7,2,HOME WIN
2024-09-01 18:11:00,-188.00,158.00,4,3,HOME WIN
2024-09-02 18:11:00,-162.00,136.00,9,3,HOME WIN
2024-09-02 22:41:00,-168.00,142.00,3,0,HOME WIN
2024-09-03 23:41:00,-154.00,130.00,4,7,AWAY WIN
2024-09-04 23:41:00,-190.00,160.00,12,0,HOME WIN
2024-09-05 01:41:00,-188.00,158.00,6,5,HOME WIN
2024-09-06 00:06:00,-154.00,130.00,3,1,HOME WIN
2024-09-06 22:11:00,-215.00,180.00,2,3,AWAY WIN
2024-09-06 23:11:00,-162.00,136.00,6,4,HOME WIN
2024-09-06 23:21:00,-180.00,152.00,3,1,HOME WIN
2024-09-07 00:06:00,-172.00,144.00,1,5,AWAY WIN
2024-09-07 00:11:00,-158.00,134.00,8,0,HOME WIN
2024-09-07 01:40:00,-210.00,176.00,5,1,HOME WIN
2024-09-07 02:11:00,-156.00,132.00,1,3,AWAY WIN
2024-09-07 20:06:00,-174.00,146.00,1,7,AWAY WIN
2024-09-07 20:11:00,-158.00,134.00,11,5,HOME WIN
2024-09-07 23:16:00,-205.00,172.00,7,5,HOME WIN
2024-09-07 23:21:00,-180.00,152.00,5,9,AWAY WIN
2024-09-08 00:41:00,-154.00,130.00,3,6,AWAY WIN
2024-09-08 16:06:00,-198.00,166.00,0,2,AWAY WIN
2024-09-08 17:36:00,-164.00,138.00,7,3,HOME WIN
2024-09-08 18:36:00,-164.00,138.00,7,4,HOME WIN
2024-09-08 20:11:00,-166.00,140.00,4,0,HOME WIN
2024-09-08 20:11:00,-205.00,172.00,6,7,AWAY WIN
2024-09-09 22:41:00,-198.00,166.00,2,1,HOME WIN
2024-09-09 23:09:00,-178.00,150.00,10,4,HOME WIN
2024-09-09 23:41:00,-188.00,158.00,2,6,AWAY WIN
2024-09-10 02:11:00,-174.00,146.00,4,10,AWAY WIN
2024-09-10 22:41:00,-172.00,144.00,11,0,HOME WIN
2024-09-10 22:41:00,-162.00,136.00,9,4,HOME WIN
2024-09-11 00:11:00,-184.00,154.00,3,4,AWAY WIN
2024-09-11 02:11:00,-154.00,130.00,3,6,AWAY WIN
2024-09-11 22:41:00,-198.00,166.00,3,2,HOME WIN
2024-09-11 23:06:00,-154.00,130.00,4,3,HOME WIN
2024-09-11 23:11:00,-215.00,180.00,6,4,HOME WIN
2024-09-12 00:10:00,-210.00,176.00,4,5,AWAY WIN
2024-09-12 02:11:00,-162.00,136.00,10,8,HOME WIN
2024-09-12 17:16:00,-168.00,142.00,6,1,HOME WIN
2024-09-12 23:16:00,-172.00,144.00,2,1,HOME WIN
2024-09-13 01:41:00,-156.00,132.00,4,5,AWAY WIN
2024-09-13 22:41:00,-158.00,134.00,3,11,AWAY WIN
2024-09-13 23:11:00,-166.00,140.00,1,3,AWAY WIN
2024-09-14 17:06:00,-190.00,160.00,1,7,AWAY WIN
2024-09-14 23:11:00,-156.00,132.00,1,11,AWAY WIN
2024-09-15 17:06:00,-168.00,142.00,9,2,HOME WIN
2024-09-15 17:36:00,-178.00,150.00,5,2,HOME WIN
2024-09-15 17:36:00,-168.00,142.00,4,3,HOME WIN
2024-09-15 20:11:00,-166.00,140.00,11,10,HOME WIN
2024-09-15 20:11:00,-172.00,144.00,7,0,HOME WIN
2024-09-16 23:11:00,-172.00,144.00,2,1,HOME WIN
2024-09-16 23:40:03,-188.00,158.00,9,2,HOME WIN
2024-09-17 01:38:00,-184.00,154.00,4,8,AWAY WIN
2024-09-17 23:11:00,-162.00,136.00,10,1,HOME WIN
2024-09-17 23:41:00,-156.00,132.00,1,3,AWAY WIN
2024-09-18 01:39:00,-154.00,130.00,5,0,HOME WIN
2024-09-18 18:21:00,-162.00,136.00,3,5,AWAY WIN
2024-09-18 22:36:00,-166.00,140.00,3,5,AWAY WIN
2024-09-18 23:11:00,-162.00,136.00,10,0,HOME WIN
2024-09-18 23:46:00,-168.00,142.00,10,5,HOME WIN
2024-09-19 23:41:00,-190.00,160.00,7,6,HOME WIN
2024-09-20 18:21:00,-180.00,152.00,3,1,HOME WIN
2024-09-20 23:06:00,-196.00,164.00,7,1,HOME WIN
2024-09-21 00:11:00,-162.00,136.00,1,2,AWAY WIN
2024-09-21 23:11:00,-158.00,134.00,0,9,AWAY WIN
2024-09-22 18:21:00,-200.00,168.00,5,0,HOME WIN
2024-09-24 00:11:00,-162.00,136.00,1,6,AWAY WIN
2024-09-24 01:41:00,-172.00,144.00,3,6,AWAY WIN
2024-09-24 22:41:00,-168.00,142.00,6,1,HOME WIN
2024-09-24 22:41:00,-172.00,144.00,2,1,HOME WIN
2024-09-24 23:06:00,-164.00,138.00,3,5,AWAY WIN
2024-09-25 00:11:00,-162.00,136.00,4,3,HOME WIN
2024-09-25 22:06:00,-178.00,150.00,9,6,HOME WIN
2024-09-25 23:41:00,-205.00,172.00,8,3,HOME WIN
2024-09-27 22:41:00,-164.00,138.00,4,1,HOME WIN
2024-09-27 23:06:00,-190.00,160.00,2,4,AWAY WIN
2024-09-27 23:08:00,-174.00,146.00,5,15,AWAY WIN
2024-09-27 23:21:00,-184.00,154.00,3,0,HOME WIN
2024-09-28 00:11:00,-172.00,144.00,2,7,AWAY WIN
2024-09-28 02:11:00,-172.00,144.00,2,0,HOME WIN
2024-09-28 20:06:00,-164.00,138.00,6,5,HOME WIN
2024-09-29 19:10:00,-168.00,142.00,11,2,HOME WIN
2024-09-29 19:11:00,-184.00,154.00,6,4,HOME WIN
2024-09-30 17:11:00,-154.00,130.00,3,0,HOME WIN
2024-10-01 20:08:00,-156.00,132.00,0,1,AWAY WIN
2024-10-02 00:39:00,-156.00,132.00,4,0,HOME WIN
